Province_State,Country_Region,Date,Month,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Iowa,US,08-17-2020,August,2020-08-18 04:30:23,42.0115,-93.2105,52829,987,40788.0,11054.0,19.0,1674.416098533471,553984.0,,1.868292036570823,84000019,USA,17558.53277423322,
Kansas,US,08-17-2020,August,2020-08-18 04:30:23,38.5266,-96.7265,34614,406,1409.0,32799.0,20.0,1188.131454419263,354262.0,2034.0,1.172935806321142,84000020,USA,12160.10357963474,5.876235049401977
Kentucky,US,08-17-2020,August,2020-08-18 04:30:23,37.6681,-84.6701,39691,818,9158.0,29715.0,21.0,888.4043214442955,716816.0,4215.0,2.06092061172558,84000021,USA,16044.50460004571,10.61953591494294
Louisiana,US,08-17-2020,August,2020-08-18 04:30:23,31.1695,-91.8678,138485,4526,103512.0,30447.0,22.0,2978.944646719127,1674289.0,,3.268223995378561,84000022,USA,36015.55586244519,
Maine,US,08-17-2020,August,2020-08-18 04:30:23,44.6939,-69.3819,4197,127,3638.0,432.0,23.0,312.2275355375492,212554.0,399.0,3.025970931617822,84000023,USA,15812.53552267053,9.506790564689064
Maryland,US,08-17-2020,August,2020-08-18 04:30:23,39.0639,-76.8021,100715,3641,6008.0,91066.0,24.0,1665.900279207632,1157612.0,13658.0,3.615151665591024,84000024,USA,19147.7550912387,13.56103857419451
Massachusetts,US,08-17-2020,August,2020-08-18 04:30:23,42.2302,-71.5301,123841,8842,100486.0,14513.0,25.0,1796.749308632873,1464914.0,12178.0,7.139800227711341,84000025,USA,21253.73032119101,9.833576925250927
Michigan,US,08-17-2020,August,2020-08-18 04:30:23,43.3266,-84.5361,102749,6592,67778.0,28379.0,26.0,1028.842207313072,2340207.0,,6.415634215418155,84000026,USA,23432.86781817342,
Minnesota,US,08-17-2020,August,2020-08-18 04:30:23,45.6945,-93.9002,65716,1758,58859.0,5099.0,27.0,1165.25333567864,1000023.0,5886.0,2.675147604845091,84000027,USA,17732.06124087529,8.956722868099092
Mississippi,US,08-17-2020,August,2020-08-18 04:30:23,32.7416,-89.6787,72412,2095,56577.0,13740.0,28.0,2433.077107362568,524589.0,4989.0,2.893166878417942,84000028,USA,17626.43604201268,6.889742031707453
Missouri,US,08-17-2020,August,2020-08-18 04:30:23,38.4561,-92.2884,69225,1415,,67810.0,29.0,1127.915472083745,858617.0,,2.044059227157818,84000029,USA,13989.85047156561,
Montana,US,08-17-2020,August,2020-08-18 04:30:23,46.9219,-110.4544,5792,82,4162.0,1548.0,30.0,541.9273226058172,204725.0,330.0,1.415745856353591,84000030,USA,19155.05371555178,5.697513812154696
Nebraska,US,08-17-2020,August,2020-08-18 04:30:23,41.1254,-98.2681,30563,362,22483.0,7718.0,31.0,1579.966584091877,322991.0,1883.0,1.18443870038936,84000031,USA,16697.1497222923,6.161044400091614
Nevada,US,08-17-2020,August,2020-08-18 04:30:23,38.3135,-117.0554,61967,1077,1498.0,59392.0,32.0,2011.813687358693,551423.0,,1.738021850339697,84000032,USA,17902.43740901435,
New Hampshire,US,08-17-2020,August,2020-08-18 04:30:23,43.4525,-71.5639,7004,423,6302.0,279.0,33.0,515.1094607604116,185971.0,709.0,6.039406053683609,84000033,USA,13677.24464978219,10.12278697886922
New Jersey,US,08-17-2020,August,2020-08-18 04:30:23,40.2989,-74.521,187767,15916,33381.0,138470.0,34.0,2113.971892067159,2511070.0,22218.0,8.476462850234599,84000034,USA,28270.84311414189,11.83275016376679
New Mexico,US,08-17-2020,August,2020-08-18 04:30:23,34.8405,-106.2485,23500,718,10481.0,12301.0,35.0,1120.73993635151,670573.0,2965.0,3.05531914893617,84000035,USA,31980.33792932089,12.61702127659574
New York,US,08-17-2020,August,2020-08-18 04:30:23,42.1657,-74.9481,425916,32846,74207.0,318863.0,36.0,2189.398640176983,7125087.0,89995.0,7.711849284835508,84000036,USA,36626.13235694997,21.12975328468525
North Carolina,US,08-17-2020,August,2020-08-18 04:30:23,35.6301,-79.8064,145516,2348,127749.0,15419.0,37.0,1387.44121423894,1935472.0,,1.613568267407021,84000037,USA,18454.00933097027,
North Dakota,US,08-17-2020,August,2020-08-18 04:30:23,47.5289,-99.78399999999999,8647,126,7343.0,1178.0,38.0,1134.684579469912,180419.0,461.0,1.457152769746733,84000038,USA,23675.10779962785,5.331328784549554
Northern Mariana Islands,US,08-17-2020,August,2020-08-18 04:30:23,15.0979,145.6739,54,2,29.0,23.0,69.0,97.92543159727259,12920.0,4.0,3.703703703703704,580,MNP,23429.56622660669,7.407407407407407
Ohio,US,08-17-2020,August,2020-08-18 04:30:23,40.3888,-82.7649,109062,3832,87764.0,17466.0,39.0,933.0230727772027,1849016.0,12319.0,3.513597770075737,84000039,USA,15818.2922551779,11.2954099503035
Oklahoma,US,08-17-2020,August,2020-08-18 04:30:23,35.5653,-96.9289,48711,665,40531.0,7515.0,40.0,1231.017361512126,755330.0,4021.0,1.365194719878467,84000040,USA,19088.59074276764,8.254808975385437
Oregon,US,08-17-2020,August,2020-08-18 04:30:23,44.572,-122.0709,23451,388,4419.0,18644.0,41.0,556.0090636281968,491217.0,1913.0,1.654513666794593,84000041,USA,11646.45875264389,8.157434650974373
Pennsylvania,US,08-17-2020,August,2020-08-18 04:30:23,40.5908,-77.2098,129647,7453,98626.0,23568.0,42.0,1012.709821887833,1467319.0,,5.748686818823421,84000042,USA,11461.64865475201,
Puerto Rico,US,08-17-2020,August,2020-08-18 04:30:23,18.2208,-66.5901,26760,335,,26425.0,72.0,912.2495063762013,332732.0,,1.25186846038864,630,PRI,11342.84763660561,
Rhode Island,US,08-17-2020,August,2020-08-18 04:30:23,41.6809,-71.5118,20572,1023,1982.0,17567.0,44.0,1941.925368217255,431005.0,2380.0,4.972778533929613,84000044,USA,40685.37542915021,11.56912307991445
South Carolina,US,08-17-2020,August,2020-08-18 04:30:23,33.8569,-80.945,106953,2288,42730.0,61935.0,45.0,2077.275995520435,873547.0,6852.0,2.139257430834105,84000045,USA,16966.31430683468,6.406552410872066
South Dakota,US,08-17-2020,August,2020-08-18 04:30:23,44.2998,-99.4388,10360,153,9013.0,1194.0,46.0,1171.072695807085,129293.0,921.0,1.476833976833977,84000046,USA,14615.00985125342,8.88996138996139
Tennessee,US,08-17-2020,August,2020-08-18 04:30:23,35.7478,-86.6923,134744,1387,94812.0,38545.0,47.0,1973.064385238976,1871108.0,5881.0,1.029359377783055,84000047,USA,27398.74544124956,4.36457281956896
Texas,US,08-17-2020,August,2020-08-18 04:30:23,31.0545,-97.5635,561110,10447,405817.0,144846.0,48.0,1935.136925137747,4476167.0,,1.861845270980735,84000048,USA,15437.25124268512,
Utah,US,08-17-2020,August,2020-08-18 04:30:23,40.15,-111.8624,46894,364,38132.0,8398.0,49.0,1462.714109167993,601795.0,2782.0,0.7762187060178274,84000049,USA,18771.14422584451,5.932528681707681
Vermont,US,08-17-2020,August,2020-08-18 04:30:23,44.0459,-72.7107,1527,58,1343.0,126.0,50.0,244.715852362782,113223.0,,3.798297314996725,84000050,USA,18145.03140279716,
Virgin Islands,US,08-17-2020,August,2020-08-18 04:30:23,18.3358,-64.8963,760,9,525.0,226.0,78.0,708.5057985606145,12418.0,,1.184210526315789,850,VIR,11576.61185069172,
Virginia,US,08-17-2020,August,2020-08-18 04:30:23,37.7693,-78.17,107421,2385,13827.0,91209.0,51.0,1258.517496124137,1373442.0,15000.0,2.220236266651772,84000051,USA,16090.90202950752,13.96375010472812
Washington,US,08-17-2020,August,2020-08-18 04:30:23,47.4009,-121.4905,67721,1785,,65936.0,53.0,889.3230673103352,1017568.0,6255.0,2.635814592223978,84000053,USA,13362.86668768688,9.236425924011757
West Virginia,US,08-17-2020,August,2020-08-18 04:30:23,38.4912,-80.9545,8641,160,6531.0,1950.0,54.0,482.1591085999084,360839.0,,1.851637541951163,84000054,USA,20134.4532563456,
Wisconsin,US,08-17-2020,August,2020-08-18 04:30:23,44.2685,-89.6165,66196,1039,56602.0,8555.0,55.0,1136.912844353409,1136755.0,5327.0,1.569581243579672,84000055,USA,19523.7077826902,8.04731403710194
Wyoming,US,08-17-2020,August,2020-08-18 04:30:23,42.756,-107.3025,3331,30,2699.0,602.0,56.0,575.5418058293693,60898.0,195.0,0.9006304413089162,84000056,USA,10522.16898570908,5.854097868507957
Alabama,US,08-18-2020,August,2020-08-19 04:30:00,32.3182,-86.9023,110361,1936,41523.0,66902.0,1.0,2250.802285,868259.0,12958.0,1.754242894,84000001,USA,17708.06119,11.74146664
Alaska,US,08-18-2020,August,2020-08-19 04:30:00,61.3707,-152.4044,4371,29,1468.0,2874.0,2.0,597.502546,310009.0,,0.663463738,84000002,USA,42377.29736,
American Samoa,US,08-18-2020,August,2020-08-19 04:30:00,-14.271,-170.132,0,0,,0.0,60.0,0.0,1514.0,,,16,ASM,2721.015079,
Arizona,US,08-18-2020,August,2020-08-19 04:30:00,33.7298,-111.4312,194920,4529,28027.0,162364.0,4.0,2677.944478,1103997.0,20878.0,2.32351734,84000004,USA,15167.46701,10.71106095
Arkansas,US,08-18-2020,August,2020-08-19 04:30:00,34.9697,-92.3731,53487,619,46970.0,5898.0,5.0,1772.381507,633062.0,3695.0,1.157290557,84000005,USA,20977.57177,6.908220689
California,US,08-18-2020,August,2020-08-19 04:30:00,36.1162,-119.6816,638140,11504,,626636.0,6.0,1615.04454,10049039.0,,1.802739211,84000006,USA,25432.73508,
Colorado,US,08-18-2020,August,2020-08-19 04:30:00,39.0598,-105.3111,53612,1899,5712.0,46001.0,8.0,930.9681847,881252.0,6739.0,3.542117436,84000008,USA,15302.87202,12.56994703
Connecticut,US,08-18-2020,August,2020-08-19 04:30:00,41.5978,-72.7554,51255,4456,8809.0,37990.0,9.0,1437.612175,992731.0,11015.0,8.693785972,84000009,USA,27844.35026,21.49058628
Delaware,US,08-18-2020,August,2020-08-19 04:30:00,39.3185,-75.5071,16593,593,8749.0,7251.0,10.0,1704.00631,213845.0,,3.573796179,84000010,USA,21960.65987,
Diamond Princess,US,08-18-2020,August,2020-08-19 04:30:00,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,08-18-2020,August,2020-08-19 04:30:00,38.8974,-77.0268,13325,599,10595.0,2131.0,11.0,1888.06502,249478.0,,4.495309568,84000011,USA,35349.39476,
Florida,US,08-18-2020,August,2020-08-19 04:30:00,27.7663,-81.6868,579932,9758,,570174.0,12.0,2700.154118,4279040.0,35112.0,1.682611065,84000012,USA,19923.14181,6.054502942
Georgia,US,08-18-2020,August,2020-08-19 04:30:00,33.0406,-83.6431,241677,4794,,236883.0,13.0,2276.230306,2060319.0,22429.0,1.98363932,84000013,USA,19405.07598,9.280568693
Grand Princess,US,08-18-2020,August,2020-08-19 04:30:00,,,103,3,,100.0,99999.0,,,,2.912621359,84099999,USA,,
Guam,US,08-18-2020,August,2020-08-19 04:30:00,13.4443,144.7937,599,5,353.0,241.0,66.0,364.7346084,29226.0,,0.8347245409999999,316,GUM,17795.88258,
Hawaii,US,08-18-2020,August,2020-08-19 04:30:00,21.0943,-157.4983,5349,41,1868.0,3440.0,15.0,377.7883877,164199.0,288.0,0.7664984109999999,84000015,USA,11597.02289,5.38418396
Idaho,US,08-18-2020,August,2020-08-19 04:30:00,44.2405,-114.4788,28321,282,11093.0,16946.0,16.0,1584.777274,226869.0,1129.0,0.9957275520000001,84000016,USA,12695.06146,3.986441157
Illinois,US,08-18-2020,August,2020-08-19 04:30:00,40.3495,-88.9861,210924,7994,,202930.0,17.0,1664.512149,3440604.0,,3.789990708,84000017,USA,27151.61459,
Indiana,US,08-18-2020,August,2020-08-19 04:30:00,39.8494,-86.2583,81847,3165,61518.0,17164.0,18.0,1215.750706,928614.0,10037.0,3.866971299999999,84000018,USA,13793.5798,12.2631251
Iowa,US,08-18-2020,August,2020-08-19 04:30:00,42.0115,-93.2105,53201,1002,41565.0,10634.0,19.0,1686.206645,557098.0,,1.883423244,84000019,USA,17657.23106,
Kansas,US,08-18-2020,August,2020-08-19 04:30:00,38.5266,-96.7265,34874,411,1409.0,33054.0,20.0,1197.055999,354262.0,2034.0,1.178528417,84000020,USA,12160.10358,5.832425303
Kentucky,US,08-18-2020,August,2020-08-19 04:30:00,37.6681,-84.6701,40299,830,9233.0,30236.0,21.0,902.0131957000001,726900.0,4252.0,2.059604457,84000021,USA,16270.21494,10.5511303
Louisiana,US,08-18-2020,August,2020-08-19 04:30:00,31.1695,-91.8678,139125,4554,103512.0,31059.0,22.0,2992.711658,1689991.0,,3.273315364,84000022,USA,36353.32088,
Maine,US,08-18-2020,August,2020-08-19 04:30:00,44.6939,-69.3819,4213,127,3649.0,437.0,23.0,313.417824,214326.0,401.0,3.014478994,84000023,USA,15944.35997,9.518158082000001
Maryland,US,08-18-2020,August,2020-08-19 04:30:00,39.0639,-76.8021,101235,3650,6008.0,91577.0,24.0,1674.501462,1167305.0,13698.0,3.605472416,84000024,USA,19308.08445,13.53089347
Massachusetts,US,08-18-2020,August,2020-08-19 04:30:00,42.2302,-71.5301,124063,8848,100486.0,14729.0,25.0,1799.9702,1476567.0,12192.0,7.131860426,84000025,USA,21422.79807,9.82726518
Michigan,US,08-18-2020,August,2020-08-19 04:30:00,43.3266,-84.5361,103402,6608,67778.0,29016.0,26.0,1035.380801,2362525.0,,6.390592057999999,84000026,USA,23656.34153,
Minnesota,US,08-18-2020,August,2020-08-19 04:30:00,45.6945,-93.9002,66092,1767,59568.0,4757.0,27.0,1171.920437,1003306.0,5932.0,2.673545966,84000027,USA,17790.27426,8.975367669
Mississippi,US,08-18-2020,August,2020-08-19 04:30:00,32.7416,-89.6787,73207,2127,56577.0,14503.0,28.0,2459.78948,525384.0,5025.0,2.90545986,84000028,USA,17653.14841,6.864097696
Missouri,US,08-18-2020,August,2020-08-19 04:30:00,38.4561,-92.2884,70055,1425,,68630.0,29.0,1141.439052,867481.0,,2.034116052,84000029,USA,14134.27579,
Montana,US,08-18-2020,August,2020-08-19 04:30:00,46.9219,-110.4544,5846,84,4206.0,1556.0,30.0,546.9798218,205512.0,339.0,1.436879918,84000030,USA,19228.68921,5.798836811
Nebraska,US,08-18-2020,August,2020-08-19 04:30:00,41.1254,-98.2681,30825,369,22647.0,7809.0,31.0,1543.262848,325487.0,1883.0,1.236056678,84000031,USA,16826.18145,6.307573777999999
Nevada,US,08-18-2020,August,2020-08-19 04:30:00,38.3135,-117.0554,62639,1102,1518.0,60019.0,32.0,2033.630764,553928.0,,1.759287345,84000032,USA,17983.76446,
New Hampshire,US,08-18-2020,August,2020-08-19 04:30:00,43.4525,-71.5639,7017,424,6333.0,260.0,33.0,516.0655463,186907.0,712.0,6.042468291,84000033,USA,13746.08281,10.14678638
New Jersey,US,08-18-2020,August,2020-08-19 04:30:00,40.2989,-74.521,188098,15925,33403.0,138770.0,34.0,2117.69845,2532745.0,22259.0,8.46633138,84000034,USA,28514.87077,11.83372497
New Mexico,US,08-18-2020,August,2020-08-19 04:30:00,34.8405,-106.2485,23579,723,10602.0,12254.0,35.0,1124.50753,677150.0,2984.0,3.066287798,84000035,USA,32294.00204,12.65532889
New York,US,08-18-2020,August,2020-08-19 04:30:00,42.1657,-74.9481,426571,32857,74258.0,319456.0,36.0,2192.765633,7191978.0,89995.0,7.702586439,84000036,USA,36969.982,21.09730854
North Carolina,US,08-18-2020,August,2020-08-19 04:30:00,35.6301,-79.8064,146779,2396,127749.0,16634.0,37.0,1399.483452,1951120.0,,1.632386104,84000037,USA,18603.20722,
North Dakota,US,08-18-2020,August,2020-08-19 04:30:00,47.5289,-99.78399999999999,8782,128,7485.0,1169.0,38.0,1152.399674,180928.0,469.0,1.457526759,84000038,USA,23741.90027,5.340469141
Northern Mariana Islands,US,08-18-2020,August,2020-08-19 04:30:00,15.0979,145.6739,54,2,29.0,23.0,69.0,97.9254316,12920.0,4.0,3.703703704,580,MNP,23429.56623,7.407407407000001
Ohio,US,08-18-2020,August,2020-08-19 04:30:00,40.3888,-82.7649,109910,3866,89068.0,16976.0,39.0,940.2776946,1868998.0,12436.0,3.517423346,84000039,USA,15989.23784,11.31471204
Oklahoma,US,08-18-2020,August,2020-08-19 04:30:00,35.5653,-96.9289,49312,679,41370.0,7263.0,40.0,1246.205747,775000.0,4115.0,1.376946788,84000040,USA,19585.68814,8.344824789
Oregon,US,08-18-2020,August,2020-08-19 04:30:00,44.572,-122.0709,23676,397,4468.0,18811.0,41.0,561.3436779,496338.0,1929.0,1.676803514,84000041,USA,11767.87457,8.14749113
Pennsylvania,US,08-18-2020,August,2020-08-19 04:30:00,40.5908,-77.2098,130247,7474,99207.0,23566.0,42.0,1017.396594,1479566.0,,5.738327946,84000042,USA,11557.31348,
Puerto Rico,US,08-18-2020,August,2020-08-19 04:30:00,18.2208,-66.5901,27713,346,,27367.0,72.0,944.7373158,333685.0,,1.248511529,630,PRI,11375.33545,
Rhode Island,US,08-18-2020,August,2020-08-19 04:30:00,41.6809,-71.5118,20692,1024,2004.0,17664.0,44.0,1953.252952,436191.0,2405.0,4.948772472,84000044,USA,41174.91582,11.62284941
South Carolina,US,08-18-2020,August,2020-08-19 04:30:00,33.8569,-80.945,107672,2343,54194.0,51135.0,45.0,2091.240648,878481.0,7146.0,2.176053199,84000045,USA,17062.14406,6.636822944
South Dakota,US,08-18-2020,August,2020-08-19 04:30:00,44.2998,-99.4388,10441,154,9126.0,1161.0,46.0,1180.228766,130013.0,927.0,1.474954506,84000046,USA,14696.39714,8.878459917999999
Tennessee,US,08-18-2020,August,2020-08-19 04:30:00,35.7478,-86.6923,135770,1424,96896.0,37450.0,47.0,1988.088164,1894372.0,5981.0,1.048832585,84000047,USA,27739.40157,4.405244163
Texas,US,08-18-2020,August,2020-08-19 04:30:00,31.0545,-97.5635,568812,10678,415903.0,142231.0,48.0,1961.699319,4500645.0,,1.877245909,84000048,USA,15521.67013,
Utah,US,08-18-2020,August,2020-08-19 04:30:00,40.15,-111.8624,47157,369,38555.0,8233.0,49.0,1470.917585,606516.0,2804.0,0.782492525,84000049,USA,18918.4013,5.946094959
Vermont,US,08-18-2020,August,2020-08-19 04:30:00,44.0459,-72.7107,1530,58,1347.0,125.0,50.0,245.1966301,114097.0,,3.790849673,84000050,USA,18285.09797,
Virgin Islands,US,08-18-2020,August,2020-08-19 04:30:00,18.3358,-64.8963,796,9,533.0,254.0,78.0,742.0665995,12664.0,,1.130653266,850,VIR,11805.94399,
Virginia,US,08-18-2020,August,2020-08-19 04:30:00,37.7693,-78.17,108282,2396,13910.0,91976.0,51.0,1268.604756,1390305.0,15163.0,2.212740806,84000051,USA,16288.46471,14.00325077
Washington,US,08-18-2020,August,2020-08-19 04:30:00,47.4009,-121.4905,68263,1808,,66455.0,53.0,896.4406984999999,1017828.0,6296.0,2.648579758,84000053,USA,13366.28105,9.223151634
West Virginia,US,08-18-2020,August,2020-08-19 04:30:00,38.4912,-80.9545,8738,162,6737.0,1839.0,54.0,487.571611,365725.0,,1.85397116,84000054,USA,20407.08714,
Wisconsin,US,08-18-2020,August,2020-08-19 04:30:00,44.2685,-89.6165,66196,1039,57382.0,7775.0,55.0,1136.912844,1146821.0,5380.0,1.569581244,84000055,USA,19696.59081,8.127379298
Wyoming,US,08-18-2020,August,2020-08-19 04:30:00,42.756,-107.3025,3360,30,2759.0,571.0,56.0,580.5525269999999,62441.0,193.0,0.892857143,84000056,USA,10788.77391,5.744047619
Alabama,US,08-19-2020,August,2020-08-20 04:30:22,32.3182,-86.9023,111478,1944,41523.0,68011.0,1.0,2273.583395282862,885346.0,13080.0,1.743841834263263,84000001,USA,18056.54895746336,11.73325678609232
Alaska,US,08-19-2020,August,2020-08-20 04:30:22,61.3707,-152.4044,4438,29,1501.0,2908.0,2.0,606.6612443527056,310849.0,,0.6534474988733664,84000002,USA,42492.12283591577,
American Samoa,US,08-19-2020,August,2020-08-20 04:30:22,-14.271,-170.132,0,0,,0.0,60.0,0.0,1514.0,,,16,ASM,2721.015078808792,
Arizona,US,08-19-2020,August,2020-08-20 04:30:22,33.7298,-111.4312,195557,4634,28233.0,162690.0,4.0,2686.696020741018,1111239.0,21020.0,2.369641587874635,84000004,USA,15266.962570464,10.74878424193458
Arkansas,US,08-19-2020,August,2020-08-20 04:30:22,34.9697,-92.3731,54216,631,47666.0,5919.0,5.0,1796.538144955736,641280.0,3743.0,1.163863066253505,84000005,USA,21249.88899212805,6.903866017411834
California,US,08-19-2020,August,2020-08-20 04:30:22,36.1162,-119.6816,647274,11690,,635584.0,6.0,1638.16143677869,10140683.0,,1.806035774648758,84000006,USA,25664.67343535695,
Colorado,US,08-19-2020,August,2020-08-20 04:30:22,39.0598,-105.3111,53882,1900,5729.0,46253.0,8.0,935.656713556586,887859.0,6781.0,3.526223970899373,84000008,USA,15417.60205711809,12.58490776140455
Connecticut,US,08-19-2020,August,2020-08-20 04:30:22,41.5978,-72.7554,51314,4457,8809.0,38048.0,9.0,1439.267021140234,1002420.0,11015.0,8.685738784737108,84000009,USA,28116.10958668965,21.46587675877928
Delaware,US,08-19-2020,August,2020-08-20 04:30:22,39.3185,-75.5071,16643,595,8780.0,7268.0,10.0,1709.141023903122,214869.0,,3.575076608784474,84000010,USA,22065.81882263054,
Diamond Princess,US,08-19-2020,August,2020-08-20 04:30:22,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,08-19-2020,August,2020-08-20 04:30:22,38.8974,-77.0268,13354,600,10596.0,2158.0,11.0,1892.17412989604,251659.0,,4.493035794518496,84000011,USA,35658.42813804908,
Florida,US,08-19-2020,August,2020-08-20 04:30:22,27.7663,-81.6868,584047,9932,,574115.0,12.0,2719.313491919563,4306239.0,35620.0,1.700548072329795,84000012,USA,20049.77991861992,6.098824238460263
Georgia,US,08-19-2020,August,2020-08-20 04:30:22,33.0406,-83.6431,243982,4849,,239133.0,13.0,2297.939905003314,2075697.0,22664.0,1.987441696518596,84000013,USA,19549.91338293671,9.289209859743753
Grand Princess,US,08-19-2020,August,2020-08-20 04:30:22,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,08-19-2020,August,2020-08-20 04:30:22,13.4443,144.7937,599,5,363.0,231.0,66.0,364.734608382198,29750.0,,0.8347245409015025,316,GUM,18114.94924769681,
